asin,source_selected_image_url,html_image_url,valid_listing_rows,distinct_image_count,result
B07WP51SL6,https://m.media-amazon.com/images/I/31q5TSKfyzL.jpg,https://m.media-amazon.com/images/I/31q5TSKfyzL.jpg,1,1,PASS
B07YZLMKQK,https://m.media-amazon.com/images/I/419E3J8R1PL.jpg,https://m.media-amazon.com/images/I/419E3J8R1PL.jpg,1,1,PASS
B084MG7VWS,https://m.media-amazon.com/images/I/51CxzFmsD8L.jpg,https://m.media-amazon.com/images/I/51CxzFmsD8L.jpg,2,1,PASS
B084RC5DQG,https://m.media-amazon.com/images/I/51csBjQLC7L.jpg,https://m.media-amazon.com/images/I/51csBjQLC7L.jpg,1,1,PASS
B084SRKT9H,https://m.media-amazon.com/images/I/31N55b4tB7L.jpg,https://m.media-amazon.com/images/I/31N55b4tB7L.jpg,1,1,PASS
B084SWSKBF,https://m.media-amazon.com/images/I/31THolgCvWL.jpg,https://m.media-amazon.com/images/I/31THolgCvWL.jpg,1,1,PASS
B086YSPMYX,https://m.media-amazon.com/images/I/21BdrXbt-vL.jpg,https://m.media-amazon.com/images/I/21BdrXbt-vL.jpg,1,1,PASS
B08996H95C,https://m.media-amazon.com/images/I/21pYBQJ4hDL.jpg,https://m.media-amazon.com/images/I/21pYBQJ4hDL.jpg,1,1,PASS
B08999M992,https://m.media-amazon.com/images/I/415RLa1flmL.jpg,https://m.media-amazon.com/images/I/415RLa1flmL.jpg,1,1,PASS
B0899R8JXK,https://m.media-amazon.com/images/I/71dB6TLZqRL.jpg,https://m.media-amazon.com/images/I/71dB6TLZqRL.jpg,1,1,PASS
B08DK37N5Y,https://m.media-amazon.com/images/I/21G0HC477NL.jpg,https://m.media-amazon.com/images/I/21G0HC477NL.jpg,1,1,PASS
B08DK76YF6,https://m.media-amazon.com/images/I/41CHYpPbpNL.jpg,https://m.media-amazon.com/images/I/41CHYpPbpNL.jpg,1,1,PASS
B08DK9V4KM,https://m.media-amazon.com/images/I/21U3smGbTWL.jpg,https://m.media-amazon.com/images/I/21U3smGbTWL.jpg,2,1,PASS
B08DKKTNGY,https://m.media-amazon.com/images/I/21WJOre6FgL.jpg,https://m.media-amazon.com/images/I/21WJOre6FgL.jpg,1,1,PASS
B08DKLGDYK,https://m.media-amazon.com/images/I/51UpBPnfUWL.jpg,https://m.media-amazon.com/images/I/51UpBPnfUWL.jpg,1,1,PASS
B08DKMMQS7,https://m.media-amazon.com/images/I/41IW0eLhqZL.jpg,https://m.media-amazon.com/images/I/41IW0eLhqZL.jpg,2,1,PASS
B08DKQP89H,https://m.media-amazon.com/images/I/41QBHBnwniL.jpg,https://m.media-amazon.com/images/I/41QBHBnwniL.jpg,2,2,PASS
B08DKQPKYC,https://m.media-amazon.com/images/I/312ff6Op6CL.jpg,https://m.media-amazon.com/images/I/312ff6Op6CL.jpg,1,1,PASS
B08DKQPVX6,https://m.media-amazon.com/images/I/41h0D2L0LzL.jpg,https://m.media-amazon.com/images/I/41h0D2L0LzL.jpg,1,1,PASS
B08DQTFMHS,https://m.media-amazon.com/images/I/21G0HC477NL.jpg,https://m.media-amazon.com/images/I/21G0HC477NL.jpg,2,1,PASS
B08DR2NXGH,https://m.media-amazon.com/images/I/312V77gzQsL.jpg,https://m.media-amazon.com/images/I/312V77gzQsL.jpg,2,2,PASS
B08DR5S9J5,https://m.media-amazon.com/images/I/31ErdegkW7L.jpg,https://m.media-amazon.com/images/I/31ErdegkW7L.jpg,2,2,PASS
B08DR9NXTT,https://m.media-amazon.com/images/I/41cnY9HR5JL.jpg,https://m.media-amazon.com/images/I/41cnY9HR5JL.jpg,2,2,PASS
B08FXC7DRQ,https://m.media-amazon.com/images/I/518jD+VljiL.jpg,https://m.media-amazon.com/images/I/518jD+VljiL.jpg,1,1,PASS
B08FXD3Z3F,https://m.media-amazon.com/images/I/51Keqf-EpSL.jpg,https://m.media-amazon.com/images/I/51Keqf-EpSL.jpg,1,1,PASS
B08FXRB2TK,https://m.media-amazon.com/images/I/41UyD2r53vL.jpg,https://m.media-amazon.com/images/I/41UyD2r53vL.jpg,1,1,PASS
B08FXRY7SB,https://m.media-amazon.com/images/I/313-8x9tpqL.jpg,https://m.media-amazon.com/images/I/313-8x9tpqL.jpg,1,1,PASS
B08FXRYLSL,https://m.media-amazon.com/images/I/41AzY48JYwL.jpg,https://m.media-amazon.com/images/I/41AzY48JYwL.jpg,1,1,PASS
B08FXS5TKR,https://m.media-amazon.com/images/I/41eWoQR9xYL.jpg,https://m.media-amazon.com/images/I/41eWoQR9xYL.jpg,1,1,PASS
B08FXSCF48,https://m.media-amazon.com/images/I/21ffoY88BoL.jpg,https://m.media-amazon.com/images/I/21ffoY88BoL.jpg,1,1,PASS
B08FXSKT7L,https://m.media-amazon.com/images/I/210jlfz0UEL.jpg,https://m.media-amazon.com/images/I/210jlfz0UEL.jpg,1,1,PASS
B08FXSRRDQ,https://m.media-amazon.com/images/I/41YXsc0Fw8L.jpg,https://m.media-amazon.com/images/I/41YXsc0Fw8L.jpg,1,1,PASS
B08FXSXMGM,https://m.media-amazon.com/images/I/31fJvWmoTlL.jpg,https://m.media-amazon.com/images/I/31fJvWmoTlL.jpg,1,1,PASS
B08FXV388J,https://m.media-amazon.com/images/I/31vkwU4T0SL.jpg,https://m.media-amazon.com/images/I/31vkwU4T0SL.jpg,1,1,PASS
B08HZ417CV,https://m.media-amazon.com/images/I/31XivIBkU0L.jpg,https://m.media-amazon.com/images/I/31XivIBkU0L.jpg,1,1,PASS
B08LYNF2Q5,https://m.media-amazon.com/images/I/419uy0a4ERL.jpg,https://m.media-amazon.com/images/I/419uy0a4ERL.jpg,1,1,PASS
B08LZ6ZHKW,https://m.media-amazon.com/images/I/41Y6nu+xX8L.jpg,https://m.media-amazon.com/images/I/41Y6nu+xX8L.jpg,1,1,PASS
B08NW3LPKW,https://m.media-amazon.com/images/I/31AxHCNbIXL.jpg,https://m.media-amazon.com/images/I/31AxHCNbIXL.jpg,1,1,PASS
B08NW4ZPX3,https://m.media-amazon.com/images/I/513EHf+WbdL.jpg,https://m.media-amazon.com/images/I/513EHf+WbdL.jpg,1,1,PASS
B08NXMD5D7,https://m.media-amazon.com/images/I/314cnqijtQL.jpg,https://m.media-amazon.com/images/I/314cnqijtQL.jpg,3,3,PASS
B08PD6QTFG,https://m.media-amazon.com/images/I/31Pl-BrJfzL.jpg,https://m.media-amazon.com/images/I/31Pl-BrJfzL.jpg,1,1,PASS
B08R3PLCH3,https://m.media-amazon.com/images/I/61fiZI+pzPL.jpg,https://m.media-amazon.com/images/I/61fiZI+pzPL.jpg,1,1,PASS
B08R3Q75KL,https://m.media-amazon.com/images/I/514d5VI3GSL.jpg,https://m.media-amazon.com/images/I/514d5VI3GSL.jpg,1,1,PASS
B08R3QC5XK,https://m.media-amazon.com/images/I/51kt-KyCvEL.jpg,https://m.media-amazon.com/images/I/51kt-KyCvEL.jpg,1,1,PASS
B08THFC1BP,https://m.media-amazon.com/images/I/31ZuUab7brL.jpg,https://m.media-amazon.com/images/I/31ZuUab7brL.jpg,2,1,PASS
B08THFN4K3,https://m.media-amazon.com/images/I/41h0D2L0LzL.jpg,https://m.media-amazon.com/images/I/41h0D2L0LzL.jpg,1,1,PASS
B08THFZLGK,https://m.media-amazon.com/images/I/714hza3cjjL.jpg,https://m.media-amazon.com/images/I/714hza3cjjL.jpg,1,1,PASS
B08THGV6L8,https://m.media-amazon.com/images/I/41pWoxb-dPL.jpg,https://m.media-amazon.com/images/I/41pWoxb-dPL.jpg,1,1,PASS
B08THHV6J7,https://m.media-amazon.com/images/I/41mCrMm1vNL.jpg,https://m.media-amazon.com/images/I/41mCrMm1vNL.jpg,3,3,PASS
B08THKP7SW,https://m.media-amazon.com/images/I/21LV5mHA8oL.jpg,https://m.media-amazon.com/images/I/21LV5mHA8oL.jpg,2,2,PASS
B08THKWZGB,https://m.media-amazon.com/images/I/610QkN6ImDL.jpg,https://m.media-amazon.com/images/I/610QkN6ImDL.jpg,1,1,PASS
B08THLVJKV,https://m.media-amazon.com/images/I/41fP05dojoL.jpg,https://m.media-amazon.com/images/I/41fP05dojoL.jpg,1,1,PASS
B08THMMJ84,,,0,0,PASS
B08THNRYWQ,https://m.media-amazon.com/images/I/417gUwCMxdL.jpg,https://m.media-amazon.com/images/I/417gUwCMxdL.jpg,1,1,PASS
B08TLP8FZ7,https://m.media-amazon.com/images/I/31OBvkIFBeL.jpg,https://m.media-amazon.com/images/I/31OBvkIFBeL.jpg,1,1,PASS
B08TLWS9CK,https://m.media-amazon.com/images/I/41m-Ls0CvJL.jpg,https://m.media-amazon.com/images/I/41m-Ls0CvJL.jpg,1,1,PASS
B08TLYYRTR,https://m.media-amazon.com/images/I/21xkv6O4DWL.jpg,https://m.media-amazon.com/images/I/21xkv6O4DWL.jpg,1,1,PASS
B08TLZQRH5,,,0,0,PASS
B08TM11NZK,https://m.media-amazon.com/images/I/713WORfY30L.jpg,https://m.media-amazon.com/images/I/713WORfY30L.jpg,1,1,PASS
B08TM2GGZQ,https://m.media-amazon.com/images/I/21Yi0R0aP8L.jpg,https://m.media-amazon.com/images/I/21Yi0R0aP8L.jpg,1,1,PASS
B08TM48R5F,https://m.media-amazon.com/images/I/31vkwU4T0SL.jpg,https://m.media-amazon.com/images/I/31vkwU4T0SL.jpg,1,1,PASS
B08TM6WZBQ,https://m.media-amazon.com/images/I/41HZvkTVIUL.jpg,https://m.media-amazon.com/images/I/41HZvkTVIUL.jpg,1,1,PASS
B08TM91W7L,https://m.media-amazon.com/images/I/21zIczfwkBL.jpg,https://m.media-amazon.com/images/I/21zIczfwkBL.jpg,1,1,PASS
B08TM99HCD,https://m.media-amazon.com/images/I/31f5WmOVlcS.jpg,https://m.media-amazon.com/images/I/31f5WmOVlcS.jpg,1,1,PASS
B08TM9JXKS,https://m.media-amazon.com/images/I/41C3binBPRS.jpg,https://m.media-amazon.com/images/I/41C3binBPRS.jpg,1,1,PASS
B08TMG646S,https://m.media-amazon.com/images/I/21GF3DRPRSL.jpg,https://m.media-amazon.com/images/I/21GF3DRPRSL.jpg,1,1,PASS
B08TMG9BXW,https://m.media-amazon.com/images/I/419E3J8R1PL.jpg,https://m.media-amazon.com/images/I/419E3J8R1PL.jpg,1,1,PASS
B08TMN53GM,https://m.media-amazon.com/images/I/21c-6QsK0xL.jpg,https://m.media-amazon.com/images/I/21c-6QsK0xL.jpg,1,1,PASS
B08TMRT292,https://m.media-amazon.com/images/I/31Udi7jhBTL.jpg,https://m.media-amazon.com/images/I/31Udi7jhBTL.jpg,1,1,PASS
B08TMTSJJF,https://m.media-amazon.com/images/I/71h863X9lyL.jpg,https://m.media-amazon.com/images/I/71h863X9lyL.jpg,1,1,PASS
B08TX1V5BV,https://m.media-amazon.com/images/I/71+uDTwlYAL.jpg,https://m.media-amazon.com/images/I/71+uDTwlYAL.jpg,1,1,PASS
B08TX216Y4,https://m.media-amazon.com/images/I/41R8wao6+lL.jpg,https://m.media-amazon.com/images/I/41R8wao6+lL.jpg,1,1,PASS
B08TX2837H,https://m.media-amazon.com/images/I/41IZO+2XOZL.jpg,https://m.media-amazon.com/images/I/41IZO+2XOZL.jpg,2,2,PASS
B08TX2CXR6,https://m.media-amazon.com/images/I/31yZR89pmpL.jpg,https://m.media-amazon.com/images/I/31yZR89pmpL.jpg,1,1,PASS
B08TX2N1T6,https://m.media-amazon.com/images/I/41gfXanMdIL.jpg,https://m.media-amazon.com/images/I/41gfXanMdIL.jpg,1,1,PASS
B08TX2PF6H,https://m.media-amazon.com/images/I/41R8wao6+lL.jpg,https://m.media-amazon.com/images/I/41R8wao6+lL.jpg,2,1,PASS
B08TX35XSK,https://m.media-amazon.com/images/I/41UdL+g1lUL.jpg,https://m.media-amazon.com/images/I/41UdL+g1lUL.jpg,2,1,PASS
B08TX3HMFJ,https://m.media-amazon.com/images/I/61Po9FSgezL.jpg,https://m.media-amazon.com/images/I/61Po9FSgezL.jpg,1,1,PASS
B08VD5W87X,https://m.media-amazon.com/images/I/4184KwLlOGL.jpg,https://m.media-amazon.com/images/I/4184KwLlOGL.jpg,1,1,PASS
B08VGFQ44L,https://m.media-amazon.com/images/I/21KLorNTV7L.jpg,https://m.media-amazon.com/images/I/21KLorNTV7L.jpg,2,2,PASS
B08VGHVH8R,https://m.media-amazon.com/images/I/41KWLEqIx-L.jpg,https://m.media-amazon.com/images/I/41KWLEqIx-L.jpg,2,2,PASS
B08VGL8TBR,https://m.media-amazon.com/images/I/41ZET46TNjL.jpg,https://m.media-amazon.com/images/I/41ZET46TNjL.jpg,2,1,PASS
B08VGLLMK8,https://m.media-amazon.com/images/I/21-Etq1ZudL.jpg,https://m.media-amazon.com/images/I/21-Etq1ZudL.jpg,2,2,PASS
B08VGLZVBD,https://m.media-amazon.com/images/I/21c+Z8Yp8ZL.jpg,https://m.media-amazon.com/images/I/21c+Z8Yp8ZL.jpg,1,1,PASS
B08VGM55LP,https://m.media-amazon.com/images/I/41R2uveduwL.jpg,https://m.media-amazon.com/images/I/41R2uveduwL.jpg,2,2,PASS
B08VGMKHT7,https://m.media-amazon.com/images/I/41+xWWSUkmL.jpg,https://m.media-amazon.com/images/I/41+xWWSUkmL.jpg,3,2,PASS
B08VGMNGYN,https://m.media-amazon.com/images/I/31AQDJwqWbL.jpg,https://m.media-amazon.com/images/I/31AQDJwqWbL.jpg,2,2,PASS
B08VGNL22C,https://m.media-amazon.com/images/I/71BCBXaATRL.jpg,https://m.media-amazon.com/images/I/71BCBXaATRL.jpg,2,2,PASS
B08VGP666V,https://m.media-amazon.com/images/I/11Sv8dms9hL.jpg,https://m.media-amazon.com/images/I/11Sv8dms9hL.jpg,2,1,PASS
B08VGPPQ48,https://m.media-amazon.com/images/I/41-z0MmRblL.jpg,https://m.media-amazon.com/images/I/41-z0MmRblL.jpg,2,2,PASS
B08VGPWXG1,https://m.media-amazon.com/images/I/41MfDB2S-vL.jpg,https://m.media-amazon.com/images/I/41MfDB2S-vL.jpg,3,2,PASS
B08VGPX5K5,https://m.media-amazon.com/images/I/41+wa1D25EL.jpg,https://m.media-amazon.com/images/I/41+wa1D25EL.jpg,4,2,PASS
B08VGQMLYX,https://m.media-amazon.com/images/I/41iR5vrvVWL.jpg,https://m.media-amazon.com/images/I/41iR5vrvVWL.jpg,2,2,PASS
B08VGRJM38,https://m.media-amazon.com/images/I/41re+uw5JiL.jpg,https://m.media-amazon.com/images/I/41re+uw5JiL.jpg,1,1,PASS
B08VGRYD69,https://m.media-amazon.com/images/I/41hG8kn7lTL.jpg,https://m.media-amazon.com/images/I/41hG8kn7lTL.jpg,2,2,PASS
B08X4FY3V5,https://m.media-amazon.com/images/I/61EhGWqrJ9L.jpg,https://m.media-amazon.com/images/I/61EhGWqrJ9L.jpg,3,3,PASS
B08XNN3SG3,https://m.media-amazon.com/images/I/41ioOIZAWlL.jpg,https://m.media-amazon.com/images/I/41ioOIZAWlL.jpg,1,1,PASS
B08XNNNTHT,https://m.media-amazon.com/images/I/41FDYdwCq1L.jpg,https://m.media-amazon.com/images/I/41FDYdwCq1L.jpg,1,1,PASS
B08XNP5V9W,https://m.media-amazon.com/images/I/41ki9TU6+vL.jpg,https://m.media-amazon.com/images/I/41ki9TU6+vL.jpg,1,1,PASS
B08XNPBYMH,https://m.media-amazon.com/images/I/21FcMYlXfzL.jpg,https://m.media-amazon.com/images/I/21FcMYlXfzL.jpg,1,1,PASS
B08XNPHRC5,https://m.media-amazon.com/images/I/41ogLe3NsWL.jpg,https://m.media-amazon.com/images/I/41ogLe3NsWL.jpg,1,1,PASS
B08XNPKHZX,https://m.media-amazon.com/images/I/61P3YjqVTNL.jpg,https://m.media-amazon.com/images/I/61P3YjqVTNL.jpg,2,2,PASS
B08XNPLC3V,https://m.media-amazon.com/images/I/41k62PyXMlL.jpg,https://m.media-amazon.com/images/I/41k62PyXMlL.jpg,1,1,PASS
B08XNPN8YG,https://m.media-amazon.com/images/I/417tWi93+5L.jpg,https://m.media-amazon.com/images/I/417tWi93+5L.jpg,1,1,PASS
B08XNPXBF3,https://m.media-amazon.com/images/I/41CrqmzNpVL.jpg,https://m.media-amazon.com/images/I/41CrqmzNpVL.jpg,1,1,PASS
B08XNPZBR6,https://m.media-amazon.com/images/I/41OriILVqsL.jpg,https://m.media-amazon.com/images/I/41OriILVqsL.jpg,1,1,PASS
B08XNPZZ6W,https://m.media-amazon.com/images/I/41KMiVAogyL.jpg,https://m.media-amazon.com/images/I/41KMiVAogyL.jpg,1,1,PASS
B08XNQ1FT7,https://m.media-amazon.com/images/I/41dxJjtl4hL.jpg,https://m.media-amazon.com/images/I/41dxJjtl4hL.jpg,1,1,PASS
B08XNQ9CYY,https://m.media-amazon.com/images/I/416prj7bg6L.jpg,https://m.media-amazon.com/images/I/416prj7bg6L.jpg,1,1,PASS
B08XNQFS2H,https://m.media-amazon.com/images/I/41Deo2ZyK2L.jpg,https://m.media-amazon.com/images/I/41Deo2ZyK2L.jpg,1,1,PASS
B08XNQHQFR,https://m.media-amazon.com/images/I/41J3c+rN9ML.jpg,https://m.media-amazon.com/images/I/41J3c+rN9ML.jpg,1,1,PASS
B08XNQK665,https://m.media-amazon.com/images/I/61ZmAFC7XxL.jpg,https://m.media-amazon.com/images/I/61ZmAFC7XxL.jpg,1,1,PASS
B08XNQPVSD,https://m.media-amazon.com/images/I/41sLh9UqiUL.jpg,https://m.media-amazon.com/images/I/41sLh9UqiUL.jpg,1,1,PASS
B08XNR7FZ9,https://m.media-amazon.com/images/I/41xS+Uf+TyL.jpg,https://m.media-amazon.com/images/I/41xS+Uf+TyL.jpg,1,1,PASS
B08XNS6SF7,https://m.media-amazon.com/images/I/41h0D2L0LzL.jpg,https://m.media-amazon.com/images/I/41h0D2L0LzL.jpg,1,1,PASS
B08XNSJYTG,https://m.media-amazon.com/images/I/414HkEjs5wL.jpg,https://m.media-amazon.com/images/I/414HkEjs5wL.jpg,1,1,PASS
B08XNSLBMC,https://m.media-amazon.com/images/I/41kvvK3m-yL.jpg,https://m.media-amazon.com/images/I/41kvvK3m-yL.jpg,1,1,PASS
B08XNSM6GD,,,0,0,PASS
B08XNTCJVV,https://m.media-amazon.com/images/I/41dykgwtLwL.jpg,https://m.media-amazon.com/images/I/41dykgwtLwL.jpg,1,1,PASS
B08XNTFCCH,https://m.media-amazon.com/images/I/61aUMVT-o-L.jpg,https://m.media-amazon.com/images/I/61aUMVT-o-L.jpg,1,1,PASS
B08XNTQCK7,https://m.media-amazon.com/images/I/51cX3S4gEjS.jpg,https://m.media-amazon.com/images/I/51cX3S4gEjS.jpg,2,2,PASS
B08XNTWYY2,https://m.media-amazon.com/images/I/41ZYXefCqpL.jpg,https://m.media-amazon.com/images/I/41ZYXefCqpL.jpg,1,1,PASS
B08XNV9B1M,https://m.media-amazon.com/images/I/41ALtlDJH5L.jpg,https://m.media-amazon.com/images/I/41ALtlDJH5L.jpg,1,1,PASS
B08Y6RTRS2,https://m.media-amazon.com/images/I/31mvpkBIrLL.jpg,https://m.media-amazon.com/images/I/31mvpkBIrLL.jpg,1,1,PASS
B08Y6SS1H9,https://m.media-amazon.com/images/I/41r-Du2dhAL.jpg,https://m.media-amazon.com/images/I/41r-Du2dhAL.jpg,1,1,PASS
B08Y6TQL5M,https://m.media-amazon.com/images/I/41KnN8s1BvL.jpg,https://m.media-amazon.com/images/I/41KnN8s1BvL.jpg,1,1,PASS
B08Y6TQL5N,https://m.media-amazon.com/images/I/41XPOU1nkNL.jpg,https://m.media-amazon.com/images/I/41XPOU1nkNL.jpg,1,1,PASS
B08Y6VXLNS,https://m.media-amazon.com/images/I/4184KwLlOGL.jpg,https://m.media-amazon.com/images/I/4184KwLlOGL.jpg,1,1,PASS
B08Y6WJDV7,https://m.media-amazon.com/images/I/21jLA6yYD1L.jpg,https://m.media-amazon.com/images/I/21jLA6yYD1L.jpg,1,1,PASS
B08Y6WMBZK,https://m.media-amazon.com/images/I/41ROa2+ieeL.jpg,https://m.media-amazon.com/images/I/41ROa2+ieeL.jpg,1,1,PASS
B08Y6WMDTC,https://m.media-amazon.com/images/I/41e+8y-7OvL.jpg,https://m.media-amazon.com/images/I/41e+8y-7OvL.jpg,1,1,PASS
B08Y6X3H98,https://m.media-amazon.com/images/I/41gA7MCPGBL.jpg,https://m.media-amazon.com/images/I/41gA7MCPGBL.jpg,1,1,PASS
B08Y6X7RJG,https://m.media-amazon.com/images/I/41A-UP+3dDL.jpg,https://m.media-amazon.com/images/I/41A-UP+3dDL.jpg,1,1,PASS
B08Y6Y5SWS,https://m.media-amazon.com/images/I/41ZJEq9HtBL.jpg,https://m.media-amazon.com/images/I/41ZJEq9HtBL.jpg,1,1,PASS
B08Y6YGMRV,https://m.media-amazon.com/images/I/41Sm770HiqL.jpg,https://m.media-amazon.com/images/I/41Sm770HiqL.jpg,1,1,PASS
B08Y6YHHXV,https://m.media-amazon.com/images/I/41qcjzpL2-L.jpg,https://m.media-amazon.com/images/I/41qcjzpL2-L.jpg,1,1,PASS
B08Y6YVHT2,https://m.media-amazon.com/images/I/71VrH2kaPWL.jpg,https://m.media-amazon.com/images/I/71VrH2kaPWL.jpg,1,1,PASS
B08Y6ZML8S,https://m.media-amazon.com/images/I/21D1zDugQRL.jpg,https://m.media-amazon.com/images/I/21D1zDugQRL.jpg,1,1,PASS
B08Y72NF8M,https://m.media-amazon.com/images/I/41s8zWtWHdL.jpg,https://m.media-amazon.com/images/I/41s8zWtWHdL.jpg,1,1,PASS
B08Y96BVS2,https://m.media-amazon.com/images/I/41a1CYC6FiL.jpg,https://m.media-amazon.com/images/I/41a1CYC6FiL.jpg,1,1,PASS
B091B7NP2G,https://m.media-amazon.com/images/I/81HKM0fROiL.jpg,https://m.media-amazon.com/images/I/81HKM0fROiL.jpg,1,1,PASS
B093H8YG8Z,https://m.media-amazon.com/images/I/419uwi4Z+6L.jpg,https://m.media-amazon.com/images/I/419uwi4Z+6L.jpg,3,2,PASS
B093H9BJWL,https://m.media-amazon.com/images/I/41h8SKQbQBL.jpg,https://m.media-amazon.com/images/I/41h8SKQbQBL.jpg,1,1,PASS
B093H9DJK7,https://m.media-amazon.com/images/I/41DBmHJvJYL.jpg,https://m.media-amazon.com/images/I/41DBmHJvJYL.jpg,2,1,PASS
B093H9RYHF,https://m.media-amazon.com/images/I/41pMr+PA88L.jpg,https://m.media-amazon.com/images/I/41pMr+PA88L.jpg,1,1,PASS
B093HB4S7Y,https://m.media-amazon.com/images/I/51qCGYyUikL.jpg,https://m.media-amazon.com/images/I/51qCGYyUikL.jpg,3,2,PASS
B093HB7L5H,https://m.media-amazon.com/images/I/41t5uCXwQ+L.jpg,https://m.media-amazon.com/images/I/41t5uCXwQ+L.jpg,2,1,PASS
B093HBB279,https://m.media-amazon.com/images/I/31K3hLtPg4L.jpg,https://m.media-amazon.com/images/I/31K3hLtPg4L.jpg,1,1,PASS
B093HBMN1F,https://m.media-amazon.com/images/I/41Ral57afTL.jpg,https://m.media-amazon.com/images/I/41Ral57afTL.jpg,2,1,PASS
B093HBRKWJ,https://m.media-amazon.com/images/I/21LLUu3XDJL.jpg,https://m.media-amazon.com/images/I/21LLUu3XDJL.jpg,2,1,PASS
B093HBYFJQ,https://m.media-amazon.com/images/I/41Q26G26VmL.jpg,https://m.media-amazon.com/images/I/41Q26G26VmL.jpg,1,1,PASS
B093HC22CM,https://m.media-amazon.com/images/I/61EhGWqrJ9L.jpg,https://m.media-amazon.com/images/I/61EhGWqrJ9L.jpg,1,1,PASS
B093HC597P,https://m.media-amazon.com/images/I/41CZtFPxIVL.jpg,https://m.media-amazon.com/images/I/41CZtFPxIVL.jpg,1,1,PASS
B093HC837J,https://m.media-amazon.com/images/I/31UjGQ08xVL.jpg,https://m.media-amazon.com/images/I/31UjGQ08xVL.jpg,1,1,PASS
B093HCCL5S,https://m.media-amazon.com/images/I/41MZF9vDefL.jpg,https://m.media-amazon.com/images/I/41MZF9vDefL.jpg,1,1,PASS
B093HCLPM8,https://m.media-amazon.com/images/I/41EI-Tl76iL.jpg,https://m.media-amazon.com/images/I/41EI-Tl76iL.jpg,2,2,PASS
B093HCQGSL,https://m.media-amazon.com/images/I/41jKc-qIK6L.jpg,https://m.media-amazon.com/images/I/41jKc-qIK6L.jpg,1,1,PASS
B093HCRHG3,https://m.media-amazon.com/images/I/41y+gKI1YGL.jpg,https://m.media-amazon.com/images/I/41y+gKI1YGL.jpg,1,1,PASS
B093HCWPJZ,https://m.media-amazon.com/images/I/41Aceh6Rs8L.jpg,https://m.media-amazon.com/images/I/41Aceh6Rs8L.jpg,1,1,PASS
B093PW419Y,https://m.media-amazon.com/images/I/41aSFo81RyL.jpg,https://m.media-amazon.com/images/I/41aSFo81RyL.jpg,1,1,PASS
B093SYR9Y5,https://m.media-amazon.com/images/I/31FY-hynq8L.jpg,https://m.media-amazon.com/images/I/31FY-hynq8L.jpg,1,1,PASS
B093T1J82P,https://m.media-amazon.com/images/I/71-ogyvMvlL.jpg,https://m.media-amazon.com/images/I/71-ogyvMvlL.jpg,3,2,PASS
B093T26CQL,https://m.media-amazon.com/images/I/411nFf+5ZWL.jpg,https://m.media-amazon.com/images/I/411nFf+5ZWL.jpg,1,1,PASS
B093T2C59D,https://m.media-amazon.com/images/I/419uwi4Z+6L.jpg,https://m.media-amazon.com/images/I/419uwi4Z+6L.jpg,1,1,PASS
B093T2GXBF,https://m.media-amazon.com/images/I/41mBR1C7oYL.jpg,https://m.media-amazon.com/images/I/41mBR1C7oYL.jpg,1,1,PASS
B093T2HQF5,https://m.media-amazon.com/images/I/61qEhN7wcQL.jpg,https://m.media-amazon.com/images/I/61qEhN7wcQL.jpg,1,1,PASS
B093T2J5FZ,https://m.media-amazon.com/images/I/415HJFyZDdL.jpg,https://m.media-amazon.com/images/I/415HJFyZDdL.jpg,1,1,PASS
B093T2KLYL,https://m.media-amazon.com/images/I/41ERgusd6JL.jpg,https://m.media-amazon.com/images/I/41ERgusd6JL.jpg,1,1,PASS
B093T331FJ,https://m.media-amazon.com/images/I/31J42cb3P7L.jpg,https://m.media-amazon.com/images/I/31J42cb3P7L.jpg,2,2,PASS
B093T37BQ8,https://m.media-amazon.com/images/I/41Aceh6Rs8L.jpg,https://m.media-amazon.com/images/I/41Aceh6Rs8L.jpg,2,2,PASS
B093T38VGM,https://m.media-amazon.com/images/I/41H3umG98IL.jpg,https://m.media-amazon.com/images/I/41H3umG98IL.jpg,2,1,PASS
B093T3K5GN,https://m.media-amazon.com/images/I/510IT4t00VL.jpg,https://m.media-amazon.com/images/I/510IT4t00VL.jpg,1,1,PASS
B093T3N4SS,https://m.media-amazon.com/images/I/41EgweOHBOL.jpg,https://m.media-amazon.com/images/I/41EgweOHBOL.jpg,1,1,PASS
B093T3PN37,https://m.media-amazon.com/images/I/41COJEVV4zL.jpg,https://m.media-amazon.com/images/I/41COJEVV4zL.jpg,1,1,PASS
B093T3Q47R,https://m.media-amazon.com/images/I/41Ral57afTL.jpg,https://m.media-amazon.com/images/I/41Ral57afTL.jpg,1,1,PASS
B093T3R792,https://m.media-amazon.com/images/I/41pMr+PA88L.jpg,https://m.media-amazon.com/images/I/41pMr+PA88L.jpg,1,1,PASS
B093T3RDX3,https://m.media-amazon.com/images/I/71UC7zPYjOL.jpg,https://m.media-amazon.com/images/I/71UC7zPYjOL.jpg,1,1,PASS
B093T3RY5B,https://m.media-amazon.com/images/I/41oRybKxTDL.jpg,https://m.media-amazon.com/images/I/41oRybKxTDL.jpg,1,1,PASS
B093T3TR2Y,https://m.media-amazon.com/images/I/41VxGSo6qoL.jpg,https://m.media-amazon.com/images/I/41VxGSo6qoL.jpg,3,2,PASS
