asin,source_vendor_sales,html_vendor_sales,vendor_sales_diff,source_vendor_units,html_vendor_units,vendor_units_diff,result
B0CCL8GK6H,0,0,0,0,0,0,PASS
B0CCLB7RFR,0,0,0,0,0,0,PASS
B0CCLC75FH,12.49,12.49,0,1,1,0,PASS
B0CCW29XS8,0,0,0,0,0,0,PASS
B0CCW6LMXF,0,0,0,0,0,0,PASS
B0CCW86LQF,39.48,39.48,0,3,3,0,PASS
B0CCYFH6XY,0,0,0,0,0,0,PASS
B0CD2C431D,0,0,0,0,0,0,PASS
B0CD2D4QDH,0,0,0,0,0,0,PASS
B0CD2G3VX2,12.49,12.49,0,1,1,0,PASS
B0CF8RVSCL,12.49,12.49,0,1,1,0,PASS
B0CFTTXSB9,0,0,0,0,0,0,PASS
B0CFTV6BY6,290.36,290.36,0,16,16,0,PASS
B0CFTVRY4L,0,0,0,0,0,0,PASS
B0CFTWSXNV,0,0,0,0,0,0,PASS
B0CG5XVG11,0,0,0,0,0,0,PASS
B0CG5YC965,0,0,0,0,0,0,PASS
B0CG5YGHNW,0,0,0,0,0,0,PASS
B0CG5YZXMP,0,0,0,0,0,0,PASS
B0CG5ZHJYF,0,0,0,0,0,0,PASS
B0CG61V914,0,0,0,0,0,0,PASS
B0CG8MKK56,182.39,182.39,0,14,14,0,PASS
B0CGVGS81Z,0,0,0,0,0,0,PASS
B0CGZQ6JCN,112.76,112.76,0,6,6,0,PASS
B0CGZQV9Y7,512.25,512.25,0,26,26,0,PASS
B0CGZRV5GV,0,0,0,0,0,0,PASS
B0CGZSD2RV,109.56,109.56,0,3,3,0,PASS
B0CH2WX37Y,0,0,0,0,0,0,PASS
B0CH2XHVD9,38.32,38.32,0,2,2,0,PASS
B0CH2XP8HC,31.48,31.48,0,2,2,0,PASS
B0CH86VKRD,0,0,0,0,0,0,PASS
B0CH8815H7,0,0,0,0,0,0,PASS
B0CHMSPNSP,535.54,535.54,0,30,30,0,PASS
B0CJ4Q2DF3,0,0,0,0,0,0,PASS
B0CJ4QZ15C,0,0,0,0,0,0,PASS
B0CJ4R5796,0,0,0,0,0,0,PASS
B0CJ4RX6S2,0,0,0,0,0,0,PASS
B0CJ8BN5TM,0,0,0,0,0,0,PASS
B0CJC62KSS,14.07,14.07,0,1,1,0,PASS
B0CJCC6J63,0,0,0,0,0,0,PASS
B0CJCCGZ4L,0,0,0,0,0,0,PASS
B0CJCDJVLN,0,0,0,0,0,0,PASS
B0CJCDPV58,0,0,0,0,0,0,PASS
B0CJCDXV8R,0,0,0,0,0,0,PASS
B0CJCDZWRB,0,0,0,0,0,0,PASS
B0CJCF4CQW,0,0,0,0,0,0,PASS
B0CJCF4J3H,0,0,0,0,0,0,PASS
B0CJCF5PCD,0,0,0,0,0,0,PASS
B0CJCFF5SY,0,0,0,0,0,0,PASS
B0CJCGSNJB,0,0,0,0,0,0,PASS
B0CJFH1SK7,0,0,0,0,0,0,PASS
B0CK42P67J,0,0,0,0,0,0,PASS
B0CK4CZRDZ,0,0,0,0,0,0,PASS
B0CKLKM7JZ,0,0,0,0,0,0,PASS
B0CKLM52VJ,9.91,9.91,0,1,1,0,PASS
B0CLP9ZR8S,0,0,0,0,0,0,PASS
B0CP1VRQL3,0,0,0,0,0,0,PASS
B0CP3F8DJ8,0,0,0,0,0,0,PASS
B0CP3F8YP1,0,0,0,0,0,0,PASS
B0CP3F9JXM,0,0,0,0,0,0,PASS
B0CP3FB4WG,0,0,0,0,0,0,PASS
B0CP3FF282,0,0,0,0,0,0,PASS
B0CP3FLWFS,0,0,0,0,0,0,PASS
B0CP3FP22V,0,0,0,0,0,0,PASS
B0CP3GD14W,0,0,0,0,0,0,PASS
B0CP3GF8CL,0,0,0,0,0,0,PASS
B0CPBTW85Y,0,0,0,0,0,0,PASS
B0CPBV7V18,0,0,0,0,0,0,PASS
B0CPBVLN14,0,0,0,0,0,0,PASS
B0CPBVNNQX,0,0,0,0,0,0,PASS
B0CPBVT5KZ,0,0,0,0,0,0,PASS
B0CPBVWYSL,0,0,0,0,0,0,PASS
B0CPBVYJG3,0,0,0,0,0,0,PASS
B0CPBW1B4F,0,0,0,0,0,0,PASS
B0CPBW3J4P,0,0,0,0,0,0,PASS
B0CPBW4PFF,0,0,0,0,0,0,PASS
B0CPBWBX63,0,0,0,0,0,0,PASS
B0CPBWC2T4,0,0,0,0,0,0,PASS
B0CPBWDFRG,0,0,0,0,0,0,PASS
B0CPBWKXZR,0,0,0,0,0,0,PASS
B0CPBWNV2D,0,0,0,0,0,0,PASS
B0CPBWQGF4,0,0,0,0,0,0,PASS
B0CPBWRQKP,0,0,0,0,0,0,PASS
B0CPBWT88V,0,0,0,0,0,0,PASS
B0CPBWTNW1,0,0,0,0,0,0,PASS
B0CPBWTQND,0,0,0,0,0,0,PASS
B0CPBWV37P,0,0,0,0,0,0,PASS
B0CPBWXLWY,0,0,0,0,0,0,PASS
B0CPBX28RC,0,0,0,0,0,0,PASS
B0CPBX49HJ,0,0,0,0,0,0,PASS
B0CPBX4N1D,0,0,0,0,0,0,PASS
B0CPBX86K6,0,0,0,0,0,0,PASS
B0CPBX8MV5,0,0,0,0,0,0,PASS
B0CPBX9LYX,0,0,0,0,0,0,PASS
B0CPBXBX8H,0,0,0,0,0,0,PASS
B0CPBXD3C5,0,0,0,0,0,0,PASS
B0CPBXF168,0,0,0,0,0,0,PASS
B0CPBXFL7C,0,0,0,0,0,0,PASS
B0CPBXH1XR,0,0,0,0,0,0,PASS
B0CPBXJ8N8,0,0,0,0,0,0,PASS
B0CPBXJMSS,0,0,0,0,0,0,PASS
B0CPBXJZZW,0,0,0,0,0,0,PASS
B0CPBXK43C,0,0,0,0,0,0,PASS
B0CPBXLS98,0,0,0,0,0,0,PASS
B0CPBXMGQP,0,0,0,0,0,0,PASS
B0CPBXMLYW,0,0,0,0,0,0,PASS
B0CPBXNC51,0,0,0,0,0,0,PASS
B0CPBXNMKP,0,0,0,0,0,0,PASS
B0CPBXP32L,0,0,0,0,0,0,PASS
B0CPBY28LB,0,0,0,0,0,0,PASS
B0CPBY82F5,0,0,0,0,0,0,PASS
B0CPBYMBNK,0,0,0,0,0,0,PASS
B0CQT54ZF8,0,0,0,0,0,0,PASS
B0CQT6KV3H,0,0,0,0,0,0,PASS
B0CQT71ZJ1,0,0,0,0,0,0,PASS
B0CQT78SLK,0,0,0,0,0,0,PASS
B0CQT7FF6B,0,0,0,0,0,0,PASS
B0CQT7VPJX,0,0,0,0,0,0,PASS
B0CQT81DRB,0,0,0,0,0,0,PASS
B0CQT843J9,0,0,0,0,0,0,PASS
B0CQT8BC9L,0,0,0,0,0,0,PASS
B0CRZ25PXP,0,0,0,0,0,0,PASS
B0CRZ2C9QS,0,0,0,0,0,0,PASS
B0CRZ2S89D,0,0,0,0,0,0,PASS
B0CRZ39GPD,0,0,0,0,0,0,PASS
B0CRZ491LZ,0,0,0,0,0,0,PASS
B0CRZ4F15Y,0,0,0,0,0,0,PASS
B0CRZ4FYL7,0,0,0,0,0,0,PASS
B0CRZ4GSZ2,0,0,0,0,0,0,PASS
B0CRZ4H3HM,0,0,0,0,0,0,PASS
B0CRZ4J572,0,0,0,0,0,0,PASS
B0CRZ4L8DQ,0,0,0,0,0,0,PASS
B0CRZ4M73L,0,0,0,0,0,0,PASS
B0CRZ4N2VK,0,0,0,0,0,0,PASS
B0CRZ4N3V7,0,0,0,0,0,0,PASS
B0CRZ4NYHV,0,0,0,0,0,0,PASS
B0CRZ53C55,0,0,0,0,0,0,PASS
B0CRZ53P67,0,0,0,0,0,0,PASS
B0CRZ54MPY,0,0,0,0,0,0,PASS
B0CRZ5BVRY,0,0,0,0,0,0,PASS
B0CRZ5DS7Q,0,0,0,0,0,0,PASS
B0CRZ5GV66,0,0,0,0,0,0,PASS
B0CRZ5HJTF,0,0,0,0,0,0,PASS
B0CRZ5RSD6,0,0,0,0,0,0,PASS
B0CRZ5TGDM,0,0,0,0,0,0,PASS
B0CRZ5Z4LM,0,0,0,0,0,0,PASS
B0CS6MSRCZ,0,0,0,0,0,0,PASS
B0CS9PCNSX,0,0,0,0,0,0,PASS
B0CS9PNL8L,0,0,0,0,0,0,PASS
B0CS9PS8J3,0,0,0,0,0,0,PASS
B0CS9PS8V3,0,0,0,0,0,0,PASS
B0CS9PSKG3,0,0,0,0,0,0,PASS
B0CS9PXHMJ,0,0,0,0,0,0,PASS
B0CS9Q1QH3,0,0,0,0,0,0,PASS
B0CS9Q78XH,0,0,0,0,0,0,PASS
B0CS9QKCQD,0,0,0,0,0,0,PASS
B0CS9QXNXQ,0,0,0,0,0,0,PASS
B0CTSTB292,0,0,0,0,0,0,PASS
B0CTSTBDXV,0,0,0,0,0,0,PASS
B0CTSVJKJ6,0,0,0,0,0,0,PASS
B0CTT2G3B5,0,0,0,0,0,0,PASS
B0CTT4CH4C,0,0,0,0,0,0,PASS
B0CTT9GB4R,0,0,0,0,0,0,PASS
B0CTT9MRNT,0,0,0,0,0,0,PASS
B0CTTD21V2,0,0,0,0,0,0,PASS
B0CTTFPLLV,0,0,0,0,0,0,PASS
B0CTTFVY5V,0,0,0,0,0,0,PASS
B0CTTGSYKH,0,0,0,0,0,0,PASS
B0CV7K3P22,0,0,0,0,0,0,PASS
B0CV7K4PZC,0,0,0,0,0,0,PASS
B0CV7RDB5B,17.78,17.78,0,4,4,0,PASS
B0CV7V5618,17.94,17.94,0,6,6,0,PASS
B0CVB8N9HV,0,0,0,0,0,0,PASS
B0CVB98NSX,0,0,0,0,0,0,PASS
B0CVB98VVG,0,0,0,0,0,0,PASS
B0CVGLP41D,0,0,0,0,0,0,PASS
B0CVGP2F8Y,0,0,0,0,0,0,PASS
B0CVGQ8N3K,0,0,0,0,0,0,PASS
B0CVGQB3GZ,0,0,0,0,0,0,PASS
B0CVGQC1GV,0,0,0,0,0,0,PASS
B0CVGQS94R,0,0,0,0,0,0,PASS
B0CVGSRCN1,0,0,0,0,0,0,PASS
B0CVGSVZDB,0,0,0,0,0,0,PASS
B0CVGWVBY3,0,0,0,0,0,0,PASS
B0CVGX7N4Z,0,0,0,0,0,0,PASS
B0CVGX971S,0,0,0,0,0,0,PASS
B0CVGXBVDS,0,0,0,0,0,0,PASS
B0CVGY5P13,0,0,0,0,0,0,PASS
B0CVGYLB25,0,0,0,0,0,0,PASS
B0CVGYPMT4,0,0,0,0,0,0,PASS
B0CVGYZF1P,0,0,0,0,0,0,PASS
B0CVH12NPC,0,0,0,0,0,0,PASS
B0CVH244Q1,0,0,0,0,0,0,PASS
B0CVH2DCW8,0,0,0,0,0,0,PASS
B0CVH31X72,0,0,0,0,0,0,PASS
B0CVH36LHZ,0,0,0,0,0,0,PASS
B0CVH4CM39,0,0,0,0,0,0,PASS
B0CVH4QJ7R,0,0,0,0,0,0,PASS
B0CVH87Z3W,0,0,0,0,0,0,PASS
B0CVHBJ9W9,0,0,0,0,0,0,PASS
B0CVHDFJRF,0,0,0,0,0,0,PASS
B0CVKHL1MF,32.3,32.3,0,11,11,0,PASS
B0CVKQ2C1F,0,0,0,0,0,0,PASS
B0CVKSQN9K,0,0,0,0,0,0,PASS
B0CVKVHP22,0,0,0,0,0,0,PASS
B0CVKXQMNQ,20.97,20.97,0,3,3,0,PASS
B0CVKXRB7D,57.02,57.02,0,4,4,0,PASS
B0CVKXWV6X,0,0,0,0,0,0,PASS
B0CVKZ4JHJ,0,0,0,0,0,0,PASS
B0CVKZ67VL,14.46,14.46,0,6,6,0,PASS
B0CVKZ9NMV,0,0,0,0,0,0,PASS
B0CVKZK2MQ,0,0,0,0,0,0,PASS
B0CVKZLG83,2.41,2.41,0,1,1,0,PASS
B0CVKZP3W2,0,0,0,0,0,0,PASS
B0CVKZQL8L,0,0,0,0,0,0,PASS
B0CVL1HNQJ,0,0,0,0,0,0,PASS
B0CVL1N6WV,0,0,0,0,0,0,PASS
B0CVL1NK4R,0,0,0,0,0,0,PASS
B0CVL1PQMQ,71.39,71.39,0,3,3,0,PASS
B0CVL2Q8R3,36.14,36.14,0,2,2,0,PASS
B0CVL32JC1,0,0,0,0,0,0,PASS
B0CVL32TZC,27.32,27.32,0,2,2,0,PASS
B0CVL3463J,0,0,0,0,0,0,PASS
B0CVL3DW4Q,13.66,13.66,0,1,1,0,PASS
B0CVL3H63B,-26.49,-26.49,0,-1,-1,0,PASS
B0CVL3JZJD,8.64,8.64,0,2,2,0,PASS
B0CVL3STRN,0,0,0,0,0,0,PASS
B0CVL3TRRS,0,0,0,0,0,0,PASS
B0CVL3X12C,101.99,101.99,0,7,7,0,PASS
B0CVL4FJD2,152.4,152.4,0,10,10,0,PASS
B0CVL4GG2F,13.66,13.66,0,1,1,0,PASS
B0CVL4JSQ4,0,0,0,0,0,0,PASS
B0CVL4XZZK,60.1,60.1,0,10,10,0,PASS
B0CVL4YKRT,0,0,0,0,0,0,PASS
B0CVL51C22,0,0,0,0,0,0,PASS
B0CVL5HFQX,0,0,0,0,0,0,PASS
B0CVL5MYFT,0,0,0,0,0,0,PASS
B0CVL5VC3D,0,0,0,0,0,0,PASS
B0CVL5VZ1Y,13.66,13.66,0,1,1,0,PASS
B0CVL6LPGG,27.57,27.57,0,3,3,0,PASS
B0CVL6V2V4,0,0,0,0,0,0,PASS
B0CVL6V87J,0,0,0,0,0,0,PASS
B0CVL7DB9S,110.98,110.98,0,28,28,0,PASS
B0CVL7N9XH,0,0,0,0,0,0,PASS
B0CVL7XLK4,0,0,0,0,0,0,PASS
B0CVL7YH8V,0,0,0,0,0,0,PASS
B0CVL7ZL7L,84.46,84.46,0,7,7,0,PASS
B0CVL84J2H,0,0,0,0,0,0,PASS
B0CVL86ZQ4,13.66,13.66,0,1,1,0,PASS
B0CVL87QT7,97.4,97.4,0,12,12,0,PASS
B0CVL8B7HT,0,0,0,0,0,0,PASS
B0CVL8HRBS,13.96,13.96,0,4,4,0,PASS
B0CVL8N94Y,0,0,0,0,0,0,PASS
B0CVL8TQ73,49.89,49.89,0,2,2,0,PASS
B0CVL8TRYJ,26.57,26.57,0,1,1,0,PASS
B0CVL97X6X,24.99,24.99,0,7,7,0,PASS
B0CVL9BG3D,13.14,13.14,0,2,2,0,PASS
B0CVL9C7P9,0,0,0,0,0,0,PASS
B0CVL9FRMG,0,0,0,0,0,0,PASS
B0CVL9FRMJ,0,0,0,0,0,0,PASS
B0CVL9JCWW,182.49,182.49,0,22,22,0,PASS
B0CVL9KZYD,0,0,0,0,0,0,PASS
B0CVL9L141,15.74,15.74,0,1,1,0,PASS
B0CVL9NNFT,46.48,46.48,0,2,2,0,PASS
B0CVL9XQ1L,0,0,0,0,0,0,PASS
B0CVLB3HDN,0,0,0,0,0,0,PASS
B0CVLC55W4,0,0,0,0,0,0,PASS
B0CVLC8XKT,92.96,92.96,0,4,4,0,PASS
B0CVLC93XQ,0,0,0,0,0,0,PASS
B0CVLCQKTG,0,0,0,0,0,0,PASS
B0CVLD618B,3.07,3.07,0,1,1,0,PASS
B0CVLD9WMD,23.24,23.24,0,1,1,0,PASS
B0CVLDC4BD,0,0,0,0,0,0,PASS
B0CVLF2Z6L,0,0,0,0,0,0,PASS
B0CVLF96JH,0,0,0,0,0,0,PASS
B0CVLFG3DT,5.72,5.72,0,3,3,0,PASS
B0CVMX2MY5,0,0,0,0,0,0,PASS
B0CVMYZXG2,3.14,3.14,0,2,2,0,PASS
B0CVMZBLZ7,0,0,0,0,0,0,PASS
B0CVN3GCBM,1.66,1.66,0,1,1,0,PASS
B0CVN68ZJ5,31.36,31.36,0,7,7,0,PASS
B0CVN6F67B,2.07,2.07,0,1,1,0,PASS
B0CVN6WP57,11.77,11.77,0,11,11,0,PASS
B0CVN8F88Z,1.99,1.99,0,1,1,0,PASS
B0CVQ31WVH,0,0,0,0,0,0,PASS
B0CVQ5H4NX,0,0,0,0,0,0,PASS
B0CVQ6TYTP,0,0,0,0,0,0,PASS
B0CVQ8NC5B,0,0,0,0,0,0,PASS
B0CVQBHY6S,0,0,0,0,0,0,PASS
B0CVQDVWLK,0,0,0,0,0,0,PASS
B0CVQF7CXG,10.99,10.99,0,1,1,0,PASS
B0CVQFSV4Z,0,0,0,0,0,0,PASS
B0CVQGCKTX,33.15,33.15,0,2,2,0,PASS
B0CVQKP6KT,0,0,0,0,0,0,PASS
B0CVQQH9FB,0,0,0,0,0,0,PASS
B0CW1TB57F,10.69,10.69,0,5,5,0,PASS
B0CW5X3HHV,78.7,78.7,0,5,5,0,PASS
B0CW9SBJBD,15.74,15.74,0,1,1,0,PASS
B0CWMDS3RK,0,0,0,0,0,0,PASS
B0CWNGXP1Z,0,0,0,0,0,0,PASS
B0CXDS4LTJ,0,0,0,0,0,0,PASS
B0CXDSGW2H,0,0,0,0,0,0,PASS
B0CXPRNXLT,0,0,0,0,0,0,PASS
B0CXPT6W9C,0,0,0,0,0,0,PASS
B0CXPV77DK,0,0,0,0,0,0,PASS
B0CXSLQ1DW,0,0,0,0,0,0,PASS
B0CXSLYXDK,0,0,0,0,0,0,PASS
B0CXSQZ68C,0,0,0,0,0,0,PASS
B0CXSS7XYX,0,0,0,0,0,0,PASS
B0CXSXN4KX,0,0,0,0,0,0,PASS
B0CXSYCZMR,0,0,0,0,0,0,PASS
B0CXT2NJD9,0,0,0,0,0,0,PASS
B0CYZVX28V,0,0,0,0,0,0,PASS
B0CYZWJ7WJ,0,0,0,0,0,0,PASS
B0CZ9CH465,0,0,0,0,0,0,PASS
B0CZ9CHZ9T,0,0,0,0,0,0,PASS
B0CZ9CJNB1,0,0,0,0,0,0,PASS
B0CZ9D1VCL,0,0,0,0,0,0,PASS
B0CZ9DVYSG,0,0,0,0,0,0,PASS
B0CZ9F5V41,0,0,0,0,0,0,PASS
B0CZ9FPLB7,0,0,0,0,0,0,PASS
B0CZDWWD6R,0,0,0,0,0,0,PASS
B0CZLC9BNX,0,0,0,0,0,0,PASS
B0CZLCKY5W,0,0,0,0,0,0,PASS
B0CZLDKF3Z,0,0,0,0,0,0,PASS
B0CZLDL8DQ,0,0,0,0,0,0,PASS
B0CZNCR6VR,0,0,0,0,0,0,PASS
B0CZNJCBB6,0,0,0,0,0,0,PASS
B0CZNJPQMW,0,0,0,0,0,0,PASS
B0CZNLY8CR,0,0,0,0,0,0,PASS
B0CZNNFDLD,0,0,0,0,0,0,PASS
B0CZNNL2FT,0,0,0,0,0,0,PASS
B0CZNNRGMB,0,0,0,0,0,0,PASS
B0CZNPJGMM,0,0,0,0,0,0,PASS
B0CZNPP2K1,0,0,0,0,0,0,PASS
B0CZNRG7H7,0,0,0,0,0,0,PASS
B0CZNTPXYD,0,0,0,0,0,0,PASS
B0CZNVZHT6,0,0,0,0,0,0,PASS
B0CZP4Y4ZL,0,0,0,0,0,0,PASS
B0CZP535CP,0,0,0,0,0,0,PASS
B0CZP6VYRW,0,0,0,0,0,0,PASS
B0CZRWC6XQ,0,0,0,0,0,0,PASS
B0CZRX7YRD,0,0,0,0,0,0,PASS
B0CZRZN1QY,0,0,0,0,0,0,PASS
B0D28R268K,21.24,21.24,0,1,1,0,PASS
B0D28RR1ZY,0,0,0,0,0,0,PASS
B0D28S9Q4S,0,0,0,0,0,0,PASS
B0D28SMRMN,0,0,0,0,0,0,PASS
B0D28TDMT8,0,0,0,0,0,0,PASS
B0D28TWPYD,85.96,85.96,0,4,4,0,PASS
B0D28V7VZD,0,0,0,0,0,0,PASS
B0D28V95FG,45.82,45.82,0,2,2,0,PASS
B0D28VF8S2,0,0,0,0,0,0,PASS
B0D28VPVKD,89.64,89.64,0,4,4,0,PASS
B0D28WGCY4,0,0,0,0,0,0,PASS
B0D28WMPYX,0,0,0,0,0,0,PASS
B0D28WPS53,64.81,64.81,0,2,2,0,PASS
B0D28X8ZF9,26.48,26.48,0,2,2,0,PASS
B0D28XC4DK,0,0,0,0,0,0,PASS
B0D28XF1RG,0,0,0,0,0,0,PASS
B0D28XQPC8,13.24,13.24,0,1,1,0,PASS
B0D28Y45YZ,35.57,35.57,0,1,1,0,PASS
B0D28YQP11,0,0,0,0,0,0,PASS
B0D291QGY1,33.24,33.24,0,1,1,0,PASS
B0D29217Q8,0,0,0,0,0,0,PASS
B0D292M8M7,33.24,33.24,0,1,1,0,PASS
B0D292N6G6,0,0,0,0,0,0,PASS
B0D292PP67,0,0,0,0,0,0,PASS
B0D293PM6V,34.16,34.16,0,1,1,0,PASS
B0D2945NZS,0,0,0,0,0,0,PASS
B0D2948DVC,26.48,26.48,0,2,2,0,PASS
B0D2949Q4K,32.07,32.07,0,1,1,0,PASS
B0D294TFL1,0,0,0,0,0,0,PASS
B0D294TFL2,0,0,0,0,0,0,PASS
B0D294Y23J,0,0,0,0,0,0,PASS
B0D2951382,34.91,34.91,0,1,1,0,PASS
B0D29516SQ,71.48,71.48,0,2,2,0,PASS
B0D29516SS,57.96,57.96,0,4,4,0,PASS
B0D295CX3N,0,0,0,0,0,0,PASS
B0D295J88V,14.07,14.07,0,1,1,0,PASS
B0D295JDDS,38.24,38.24,0,1,1,0,PASS
B0D295XS3F,23.24,23.24,0,1,1,0,PASS
B0D296BHQP,0,0,0,0,0,0,PASS
B0D296DZPB,0,0,0,0,0,0,PASS
B0D296FXJP,59.79,59.79,0,4,4,0,PASS
B0D296W2FG,235.43,235.43,0,7,7,0,PASS
B0D296W5SC,28.32,28.32,0,1,1,0,PASS
B0D296W5SD,29.82,29.82,0,2,2,0,PASS
B0D296YQB1,0,0,0,0,0,0,PASS
B0D296Z5B4,151.2,151.2,0,5,5,0,PASS
B0D2971DNH,0,0,0,0,0,0,PASS
B0D2975M1Y,0,0,0,0,0,0,PASS
B0D2975QTC,0,0,0,0,0,0,PASS
B0D2976K5L,0,0,0,0,0,0,PASS
B0D2977G11,103.57,103.57,0,3,3,0,PASS
B0D2977TGQ,0,0,0,0,0,0,PASS
B0D2979K33,34.16,34.16,0,1,1,0,PASS
B0D297H6ZM,22.41,22.41,0,1,1,0,PASS
B0D297QW6M,51.3,51.3,0,4,4,0,PASS
B0D2983TQX,13.24,13.24,0,1,1,0,PASS
B0D2985XLY,0,0,0,0,0,0,PASS
B0D298G4WX,0,0,0,0,0,0,PASS
B0D298HNWF,0,0,0,0,0,0,PASS
B0D298MYFM,66.54,66.54,0,5,5,0,PASS
B0D298QXXM,250.11,250.11,0,11,11,0,PASS
B0D298RPWW,0,0,0,0,0,0,PASS
B0D298ZBH2,89.96,89.96,0,4,4,0,PASS
B0D29912X4,0,0,0,0,0,0,PASS
B0D299566W,26.82,26.82,0,2,2,0,PASS
B0D2996NVS,0,0,0,0,0,0,PASS
B0D2996WRV,107.22,107.22,0,3,3,0,PASS
B0D2997QLZ,31.57,31.57,0,1,1,0,PASS
B0D299FZWX,22.41,22.41,0,1,1,0,PASS
B0D299JDV6,57.65,57.65,0,4,4,0,PASS
B0D299LXGP,0,0,0,0,0,0,PASS
B0D29BVFXT,0,0,0,0,0,0,PASS
B0D2T88K9T,0,0,0,0,0,0,PASS
B0D2TCJKT7,0,0,0,0,0,0,PASS
B0D2TDTRQC,0,0,0,0,0,0,PASS
B0D2TDV7CT,0,0,0,0,0,0,PASS
B0D2TDY3TB,0,0,0,0,0,0,PASS
B0D2TDZ4F6,0,0,0,0,0,0,PASS
B0D2TF3H6H,0,0,0,0,0,0,PASS
B0D2TF4BNL,0,0,0,0,0,0,PASS
B0D2TFCV6M,0,0,0,0,0,0,PASS
B0D2TFSNS3,0,0,0,0,0,0,PASS
B0D2TFV7VM,0,0,0,0,0,0,PASS
B0D2TFWFX7,0,0,0,0,0,0,PASS
B0D2TGPFLD,0,0,0,0,0,0,PASS
B0D2TMLF62,0,0,0,0,0,0,PASS
B0D2TMLF64,0,0,0,0,0,0,PASS
B0D32YBFXP,0,0,0,0,0,0,PASS
B0D4DZJN2X,0,0,0,0,0,0,PASS
B0D4J19XZ2,0,0,0,0,0,0,PASS
B0D4J3RTF9,0,0,0,0,0,0,PASS
B0D4J3Z24S,0,0,0,0,0,0,PASS
B0D4J42MFK,0,0,0,0,0,0,PASS
B0D4J4CCWF,0,0,0,0,0,0,PASS
B0D4J4GD18,0,0,0,0,0,0,PASS
B0D4J5Q7SQ,0,0,0,0,0,0,PASS
B0D5BDGF22,0,0,0,0,0,0,PASS
B0D5BFGM4G,0,0,0,0,0,0,PASS
B0D5BFHKBN,0,0,0,0,0,0,PASS
B0D5BFMF7Z,0,0,0,0,0,0,PASS
B0D5LRLW7D,0,0,0,0,0,0,PASS
B0D5LRVWYD,0,0,0,0,0,0,PASS
B0D5LSD942,0,0,0,0,0,0,PASS
B0D5LSDJY7,0,0,0,0,0,0,PASS
B0D5LT7ZPW,0,0,0,0,0,0,PASS
B0D5LV2NC3,0,0,0,0,0,0,PASS
B0D5LVCYF1,0,0,0,0,0,0,PASS
B0D5QY9SQ1,0,0,0,0,0,0,PASS
B0D5QZ5D6Y,0,0,0,0,0,0,PASS
B0D5QZQGD1,0,0,0,0,0,0,PASS
B0D5R1HHGH,0,0,0,0,0,0,PASS
B0D5R6GFS6,0,0,0,0,0,0,PASS
B0D5R6VXV8,0,0,0,0,0,0,PASS
B0D5R7QWW1,0,0,0,0,0,0,PASS
B0D5R7ZCC1,0,0,0,0,0,0,PASS
B0D6KKSWN8,0,0,0,0,0,0,PASS
B0D6KL4C43,0,0,0,0,0,0,PASS
B0D6KLL6DX,0,0,0,0,0,0,PASS
B0D6KLR3J5,0,0,0,0,0,0,PASS
B0D6KMDZY7,0,0,0,0,0,0,PASS
B0D6KMPC9W,0,0,0,0,0,0,PASS
B0D6KMPJB7,0,0,0,0,0,0,PASS
B0D6KQH4MB,69.03,69.03,0,4,4,0,PASS
B0D6KQNX6C,34.82,34.82,0,2,2,0,PASS
B0D6KRFN41,17.41,17.41,0,1,1,0,PASS
B0D6KRHHYL,34.39,34.39,0,2,2,0,PASS
B0D6KRYNZD,0,0,0,0,0,0,PASS
B0D6KSHMXF,17.32,17.32,0,1,1,0,PASS
B0D6KSQY6M,0,0,0,0,0,0,PASS
B0D6KTG2TN,0,0,0,0,0,0,PASS
B0D76N7NC4,0,0,0,0,0,0,PASS
B0D76R2FJH,0,0,0,0,0,0,PASS
B0D792Q3VN,49.47,49.47,0,3,3,0,PASS
B0D7948D7H,0,0,0,0,0,0,PASS
B0D7H2DNBC,0,0,0,0,0,0,PASS
B0D7H2L78Z,0,0,0,0,0,0,PASS
B0D7H6835J,0,0,0,0,0,0,PASS
B0D7H7BK8G,0,0,0,0,0,0,PASS
B0D7H7PX9G,0,0,0,0,0,0,PASS
B0D7H8YLX6,0,0,0,0,0,0,PASS
B0D7H9VQ1N,0,0,0,0,0,0,PASS
B0D7HQP721,0,0,0,0,0,0,PASS
B0D7RRJ5XX,0,0,0,0,0,0,PASS
B0D7RSSQ9B,0,0,0,0,0,0,PASS
B0D7RSYDJZ,0,0,0,0,0,0,PASS
B0D7RTFZVG,0,0,0,0,0,0,PASS
B0D7RW7725,0,0,0,0,0,0,PASS
B0D7S17C9W,79.94,79.94,0,6,6,0,PASS
B0D7S1F3Z7,12.49,12.49,0,1,1,0,PASS
B0D7S1F6FQ,0,0,0,0,0,0,PASS
B0D7S1FK1Q,150.83,150.83,0,7,7,0,PASS
B0D7S1JWJV,0,0,0,0,0,0,PASS
B0D7S1RC3N,22.32,22.32,0,1,1,0,PASS
B0D7S28YVZ,0,0,0,0,0,0,PASS
B0D7S2D47W,0,0,0,0,0,0,PASS
B0D7S2J3GP,0,0,0,0,0,0,PASS
B0D7S2NKDQ,0,0,0,0,0,0,PASS
B0D7S2WQFW,0,0,0,0,0,0,PASS
B0D7S2XG6V,12.49,12.49,0,1,1,0,PASS
B0D7S2ZL7J,0,0,0,0,0,0,PASS
B0D7S31N9W,12.49,12.49,0,1,1,0,PASS
