asin,source_vendor_sales,html_vendor_sales,vendor_sales_diff,source_vendor_units,html_vendor_units,vendor_units_diff,result
B0D7S3255K,69.48,69.48,0,3,3,0,PASS
B0D7S32YGL,24.49,24.49,0,1,1,0,PASS
B0D7S35MGY,24.98,24.98,0,2,2,0,PASS
B0D7S36JJ6,0,0,0,0,0,0,PASS
B0D7S387C4,0,0,0,0,0,0,PASS
B0D7S3HB14,21.57,21.57,0,1,1,0,PASS
B0D7S3HBBM,0,0,0,0,0,0,PASS
B0D7S3YDZY,0,0,0,0,0,0,PASS
B0D7S4GRV9,62.45,62.45,0,5,5,0,PASS
B0D7S53LSQ,107.85,107.85,0,5,5,0,PASS
B0D7S58MB1,0,0,0,0,0,0,PASS
B0D7S58RX5,12.49,12.49,0,1,1,0,PASS
B0D7S5N65L,0,0,0,0,0,0,PASS
B0D7S64HXG,0,0,0,0,0,0,PASS
B0D7VTN7X3,0,0,0,0,0,0,PASS
B0D7VVJVNF,0,0,0,0,0,0,PASS
B0D7VVKGSM,0,0,0,0,0,0,PASS
B0D7VVL429,0,0,0,0,0,0,PASS
B0D7VVPK5D,0,0,0,0,0,0,PASS
B0D7VWLG54,0,0,0,0,0,0,PASS
B0D7VWWD2Y,0,0,0,0,0,0,PASS
B0D7VWZFTP,0,0,0,0,0,0,PASS
B0D7VZ9QDQ,0,0,0,0,0,0,PASS
B0D7VZFBNY,0,0,0,0,0,0,PASS
B0D7VZQB4K,0,0,0,0,0,0,PASS
B0D7W2H499,18.16,18.16,0,1,1,0,PASS
B0D7W2HLWS,0,0,0,0,0,0,PASS
B0D7W2R3V1,0,0,0,0,0,0,PASS
B0D7W2S5FH,16.57,16.57,0,1,1,0,PASS
B0D7W38P33,0,0,0,0,0,0,PASS
B0D7W3DSFN,0,0,0,0,0,0,PASS
B0D7W471VM,0,0,0,0,0,0,PASS
B0D7W4827V,0,0,0,0,0,0,PASS
B0D7ZRWBS2,471.52,471.52,0,23,23,0,PASS
B0D7ZTRLBH,1113.27,1113.27,0,52,52,0,PASS
B0D83BVDL7,0,0,0,0,0,0,PASS
B0D83F348C,0,0,0,0,0,0,PASS
B0D83H5B46,0,0,0,0,0,0,PASS
B0D8L1HQXM,0,0,0,0,0,0,PASS
B0D8L3Z3P7,0,0,0,0,0,0,PASS
B0D8Y6WH46,0,0,0,0,0,0,PASS
B0D8Y6ZY17,0,0,0,0,0,0,PASS
B0D8YG8RTR,0,0,0,0,0,0,PASS
B0D8YGD1M8,0,0,0,0,0,0,PASS
B0D8YGM3BX,0,0,0,0,0,0,PASS
B0D8YHJZCV,0,0,0,0,0,0,PASS
B0D8YHRZLR,0,0,0,0,0,0,PASS
B0D8YHSBLV,34.82,34.82,0,2,2,0,PASS
B0D8YHX5YL,0,0,0,0,0,0,PASS
B0D8YJ75S9,0,0,0,0,0,0,PASS
B0D8YJB4DB,0,0,0,0,0,0,PASS
B0D929SXGT,0,0,0,0,0,0,PASS
B0D94GCZ6N,22.57,22.57,0,1,1,0,PASS
B0D9616XS6,0,0,0,0,0,0,PASS
B0D9Q142ZZ,0,0,0,0,0,0,PASS
B0D9Q15Q3X,0,0,0,0,0,0,PASS
B0D9Q175RY,0,0,0,0,0,0,PASS
B0D9Q1BJJZ,0,0,0,0,0,0,PASS
B0D9Q1D2QR,0,0,0,0,0,0,PASS
B0D9Q1DY8W,136.6,136.6,0,10,10,0,PASS
B0D9Q1FYP7,0,0,0,0,0,0,PASS
B0D9Q24LNJ,0,0,0,0,0,0,PASS
B0D9Q2LQY9,0,0,0,0,0,0,PASS
B0D9Q2ZXTL,197.4,197.4,0,15,15,0,PASS
B0D9Q31B1Y,0,0,0,0,0,0,PASS
B0D9Q45217,0,0,0,0,0,0,PASS
B0D9Q45QS4,0,0,0,0,0,0,PASS
B0D9Q4CXSN,0,0,0,0,0,0,PASS
B0D9Q4GXJ7,0,0,0,0,0,0,PASS
B0D9Q5C7Q8,0,0,0,0,0,0,PASS
B0D9Q5TY6J,0,0,0,0,0,0,PASS
B0D9Q5VFG4,0,0,0,0,0,0,PASS
B0D9Q63P5D,0,0,0,0,0,0,PASS
B0D9Q668K7,0,0,0,0,0,0,PASS
B0D9Q6LNXC,0,0,0,0,0,0,PASS
B0DB5QGWLF,0,0,0,0,0,0,PASS
B0DB5QVVJP,0,0,0,0,0,0,PASS
B0DB5QZZZL,0,0,0,0,0,0,PASS
B0DB5R2SP3,0,0,0,0,0,0,PASS
B0DB5SD3LP,0,0,0,0,0,0,PASS
B0DB5SX7NL,0,0,0,0,0,0,PASS
B0DBL11D8V,29.82,29.82,0,2,2,0,PASS
B0DBL9F8G3,29.82,29.82,0,2,2,0,PASS
B0DBL9YWDM,49.3,49.3,0,4,4,0,PASS
B0DBLB6ZSH,52.3,52.3,0,4,4,0,PASS
B0DBLBTWQT,56.64,56.64,0,4,4,0,PASS
B0DC44MY5S,0,0,0,0,0,0,PASS
B0DC46ZP5B,0,0,0,0,0,0,PASS
B0DC477M3Q,0,0,0,0,0,0,PASS
B0DC485JJQ,0,0,0,0,0,0,PASS
B0DC48C9FX,0,0,0,0,0,0,PASS
B0DC48HMH3,0,0,0,0,0,0,PASS
B0DC48VXJ2,0,0,0,0,0,0,PASS
B0DC49B5SC,15.41,15.41,0,1,1,0,PASS
B0DC49BFL7,0,0,0,0,0,0,PASS
B0DC49S375,0,0,0,0,0,0,PASS
B0DC6C46FL,0,0,0,0,0,0,PASS
B0DC6CKC6X,0,0,0,0,0,0,PASS
B0DC6CZPR1,0,0,0,0,0,0,PASS
B0DC6D9FNB,0,0,0,0,0,0,PASS
B0DCG676HY,0,0,0,0,0,0,PASS
B0DCG7H4DR,0,0,0,0,0,0,PASS
B0DCGDCY83,0,0,0,0,0,0,PASS
B0DCGDH22P,0,0,0,0,0,0,PASS
B0DCGFCB15,0,0,0,0,0,0,PASS
B0DCS4J1JC,0,0,0,0,0,0,PASS
B0DCS512ZW,0,0,0,0,0,0,PASS
B0DCS5DDN7,0,0,0,0,0,0,PASS
B0DCSJH8XT,0,0,0,0,0,0,PASS
B0DCSJTVSZ,0,0,0,0,0,0,PASS
B0DCSJX7D8,0,0,0,0,0,0,PASS
B0DCSKHNSW,0,0,0,0,0,0,PASS
B0DCSKMG68,0,0,0,0,0,0,PASS
B0DD3C2Z39,0,0,0,0,0,0,PASS
B0DD3D8S9C,0,0,0,0,0,0,PASS
B0DD7635TF,0,0,0,0,0,0,PASS
B0DDBY9LDM,0,0,0,0,0,0,PASS
B0DDC11VMP,46.39,46.39,0,3,3,0,PASS
B0DDCP18G1,0,0,0,0,0,0,PASS
B0DDCPC539,0,0,0,0,0,0,PASS
B0DDCS4GLW,0,0,0,0,0,0,PASS
B0DDGSSY7B,0,0,0,0,0,0,PASS
B0DDGVTWTC,0,0,0,0,0,0,PASS
B0DDH24LR6,0,0,0,0,0,0,PASS
B0DDH33FJJ,0,0,0,0,0,0,PASS
B0DDSPQDSC,0,0,0,0,0,0,PASS
B0DDTH18X8,0,0,0,0,0,0,PASS
B0DDTSZD6F,0,0,0,0,0,0,PASS
B0DDTT9HBV,0,0,0,0,0,0,PASS
B0DDTTHTG6,0,0,0,0,0,0,PASS
B0DDTTSZD8,0,0,0,0,0,0,PASS
B0DDTVGMNR,0,0,0,0,0,0,PASS
B0DDTX9QLZ,0,0,0,0,0,0,PASS
B0DDXWQ79T,0,0,0,0,0,0,PASS
B0DF2JFFZ4,0,0,0,0,0,0,PASS
B0DF2TR7NL,0,0,0,0,0,0,PASS
B0DF7S438X,113.6,113.6,0,5,5,0,PASS
B0DFHKZXZM,0,0,0,0,0,0,PASS
B0DFHL3XS3,0,0,0,0,0,0,PASS
B0DFHL7MZ1,0,0,0,0,0,0,PASS
B0DFHLDDRV,0,0,0,0,0,0,PASS
B0DFHLHCH3,0,0,0,0,0,0,PASS
B0DFHM3D4X,0,0,0,0,0,0,PASS
B0DFHM8LHQ,0,0,0,0,0,0,PASS
B0DFHM953C,0,0,0,0,0,0,PASS
B0DFHMC949,0,0,0,0,0,0,PASS
B0DFHMDZYQ,0,0,0,0,0,0,PASS
B0DFHMMX4Y,0,0,0,0,0,0,PASS
B0DFHN2V6D,0,0,0,0,0,0,PASS
B0DFHN3XPG,0,0,0,0,0,0,PASS
B0DFHN9WRJ,0,0,0,0,0,0,PASS
B0DFHNJLDP,0,0,0,0,0,0,PASS
B0DFHNR4B2,0,0,0,0,0,0,PASS
B0DFHNX467,0,0,0,0,0,0,PASS
B0DFHNYLWW,0,0,0,0,0,0,PASS
B0DFHP411K,0,0,0,0,0,0,PASS
B0DFHPFXGT,0,0,0,0,0,0,PASS
B0DFHQ6DKJ,0,0,0,0,0,0,PASS
B0DFHQGPZP,0,0,0,0,0,0,PASS
B0DFHQKD7Q,0,0,0,0,0,0,PASS
B0DFM8C9N6,22.41,22.41,0,1,1,0,PASS
B0DFTR3XYX,0,0,0,0,0,0,PASS
B0DFTR951T,0,0,0,0,0,0,PASS
B0DFTRLQB3,0,0,0,0,0,0,PASS
B0DFWD2TYW,0,0,0,0,0,0,PASS
B0DFWQ777V,0,0,0,0,0,0,PASS
B0DFYC7TCL,0,0,0,0,0,0,PASS
B0DGGYJDC9,0,0,0,0,0,0,PASS
B0DGT7SBQF,0,0,0,0,0,0,PASS
B0DH182H6J,27.14,27.14,0,2,2,0,PASS
B0DH1CR134,13.74,13.74,0,1,1,0,PASS
B0DH1S6V7P,0,0,0,0,0,0,PASS
B0DH221ZSY,0,0,0,0,0,0,PASS
B0DH247ZJ8,0,0,0,0,0,0,PASS
B0DH8GKJ42,0,0,0,0,0,0,PASS
B0DHGLCQW2,39.72,39.72,0,3,3,0,PASS
B0DHGM5NP4,67.23,67.23,0,3,3,0,PASS
B0DHS1VQ99,0,0,0,0,0,0,PASS
B0DHZ7T6J1,0,0,0,0,0,0,PASS
B0DJD8LYTK,0,0,0,0,0,0,PASS
B0DJFD9Q82,56.97,56.97,0,3,3,0,PASS
B0DJFDN8KK,0,0,0,0,0,0,PASS
B0DJFGFBS7,0,0,0,0,0,0,PASS
B0DJR9KNWQ,0,0,0,0,0,0,PASS
B0DK4Y3GRG,0,0,0,0,0,0,PASS
B0DKHNMCBF,5.41,5.41,0,1,1,0,PASS
B0DKHX5QYB,0,0,0,0,0,0,PASS
B0DM61D265,16.57,16.57,0,1,1,0,PASS
B0DM63L7J1,13.99,13.99,0,1,1,0,PASS
B0DMSLLLKW,0,0,0,0,0,0,PASS
B0DMSPXDSL,0,0,0,0,0,0,PASS
B0DN5Y9B2M,0,0,0,0,0,0,PASS
B0DNSNDJMH,0,0,0,0,0,0,PASS
B0DNSP5MMW,0,0,0,0,0,0,PASS
B0DNSQ5JXJ,0,0,0,0,0,0,PASS
B0DPMG2W2R,0,0,0,0,0,0,PASS
B0DPMQZ1WP,34.98,34.98,0,3,3,0,PASS
B0DPMRVHHR,261.17,261.17,0,21,21,0,PASS
B0DPMS12HM,44.97,44.97,0,4,4,0,PASS
B0DPWTB2GD,0,0,0,0,0,0,PASS
B0DSC1CVFJ,0,0,0,0,0,0,PASS
B0DSC1X6ZJ,0,0,0,0,0,0,PASS
B0DSC2XFK4,0,0,0,0,0,0,PASS
B0DTK6662D,0,0,0,0,0,0,PASS
B0DTK88VBQ,0,0,0,0,0,0,PASS
B0DTKCSD1R,22.57,22.57,0,1,1,0,PASS
B0DTPPXX87,13.24,13.24,0,1,1,0,PASS
B0DTPTDJZS,0,0,0,0,0,0,PASS
B0DTPTMQHQ,39.72,39.72,0,3,3,0,PASS
B0DTPVN5HX,0,0,0,0,0,0,PASS
B0DTPVPC6Z,13.24,13.24,0,1,1,0,PASS
B0DTPVPC72,28.14,28.14,0,2,2,0,PASS
B0DTPVRVR1,14.07,14.07,0,1,1,0,PASS
B0DTPVSPFQ,0,0,0,0,0,0,PASS
B0DTPVSPFT,0,0,0,0,0,0,PASS
B0DTPVT3LV,0,0,0,0,0,0,PASS
B0DTPVV4VS,0,0,0,0,0,0,PASS
B0DTPX9QH6,0,0,0,0,0,0,PASS
B0DTPXDPLD,12.92,12.92,0,1,1,0,PASS
B0DTPYH484,13.24,13.24,0,1,1,0,PASS
B0DTY2M3L1,51.32,51.32,0,2,2,0,PASS
B0DTY33658,25.66,25.66,0,1,1,0,PASS
B0DTY4396W,51.32,51.32,0,2,2,0,PASS
B0DTY5P2HB,26.49,26.49,0,1,1,0,PASS
B0DTYCC4BL,0,0,0,0,0,0,PASS
B0DTYCTZ3T,19.91,19.91,0,1,1,0,PASS
B0DTYDVSM4,0,0,0,0,0,0,PASS
B0DTYKRKM2,76.98,76.98,0,3,3,0,PASS
B0DTYMM4B6,25.66,25.66,0,1,1,0,PASS
B0DTYYYWYG,12.49,12.49,0,1,1,0,PASS
B0DTZ1MNRH,13.91,13.91,0,1,1,0,PASS
B0DTZ24CTF,0,0,0,0,0,0,PASS
B0DTZ26LDY,33.96,33.96,0,3,3,0,PASS
B0DVGQ852R,0,0,0,0,0,0,PASS
B0DXP6XRY5,0,0,0,0,0,0,PASS
B0DXP74GBH,29.82,29.82,0,2,2,0,PASS
B0DXPCJVCN,44.64,44.64,0,3,3,0,PASS
B0DXPFBTCK,14.82,14.82,0,1,1,0,PASS
B0DXPGH41F,0,0,0,0,0,0,PASS
B0DXPJYP73,0,0,0,0,0,0,PASS
B0DXPL61ZD,0,0,0,0,0,0,PASS
B0DXQ53JQF,22.41,22.41,0,1,1,0,PASS
B0DXQ6J1ZD,21.57,21.57,0,1,1,0,PASS
B0DXQ6RXM4,0,0,0,0,0,0,PASS
B0DXQ727KG,0,0,0,0,0,0,PASS
B0DXQ7LC8N,186.66,186.66,0,9,9,0,PASS
B0DXQ7YWGJ,91.3,91.3,0,4,4,0,PASS
B0DXQ84YT7,21.57,21.57,0,1,1,0,PASS
B0DXQ85YB6,136.95,136.95,0,6,6,0,PASS
B0DXQ87HLP,0,0,0,0,0,0,PASS
B0DXQ8GDX7,0,0,0,0,0,0,PASS
B0DXQ8VVR7,65.55,65.55,0,3,3,0,PASS
B0DXQ8WPCG,24.07,24.07,0,1,1,0,PASS
B0DXQ8X5GT,21.57,21.57,0,1,1,0,PASS
B0DXQ8YFC6,119.37,119.37,0,5,5,0,PASS
B0DXQ91XHT,150.99,150.99,0,7,7,0,PASS
B0DXQ9BPVH,0,0,0,0,0,0,PASS
B0DXQ9SDTK,59.73,59.73,0,3,3,0,PASS
B0DXQ9WYPB,60.01,60.01,0,3,3,0,PASS
B0DXQB65RY,22.07,22.07,0,1,1,0,PASS
B0DXQB7T3C,180.59,180.59,0,8,8,0,PASS
B0DXQBPJRS,21.57,21.57,0,1,1,0,PASS
B0DYNT9K21,0,0,0,0,0,0,PASS
B0DYNVVWQ2,1.41,1.41,0,1,1,0,PASS
B0DYSXSLYY,0,0,0,0,0,0,PASS
B0DYT146SS,0,0,0,0,0,0,PASS
B0DYT5D9MQ,9.07,9.07,0,1,1,0,PASS
B0DYT8NSY9,0,0,0,0,0,0,PASS
B0DYTCM9LM,0,0,0,0,0,0,PASS
B0DYTFMK5D,0,0,0,0,0,0,PASS
B0DYTFMW3K,0,0,0,0,0,0,PASS
B0DYTGB5HB,0,0,0,0,0,0,PASS
B0DYTGSQBK,0,0,0,0,0,0,PASS
B0DYTM7ZQ8,0,0,0,0,0,0,PASS
B0DYTM8NSM,0,0,0,0,0,0,PASS
B0DYTN8YBR,0,0,0,0,0,0,PASS
B0DYTPN1NZ,5.74,5.74,0,1,1,0,PASS
B0DYTQMM9X,29.64,29.64,0,4,4,0,PASS
B0DYTQRJQF,0,0,0,0,0,0,PASS
B0DYTRPNCT,0,0,0,0,0,0,PASS
B0DYXXTG54,0,0,0,0,0,0,PASS
B0DZ1VPNYY,38.73,38.73,0,3,3,0,PASS
B0DZ1Y975Y,0,0,0,0,0,0,PASS
B0DZ1YBMJ5,0,0,0,0,0,0,PASS
B0DZ1YP156,0,0,0,0,0,0,PASS
B0DZ1YP6V8,0,0,0,0,0,0,PASS
B0DZ1YZ8JG,4.32,4.32,0,1,1,0,PASS
B0DZ1Z169M,0,0,0,0,0,0,PASS
B0DZ1Z3277,27.45,27.45,0,3,3,0,PASS
B0DZ1Z8B9V,0,0,0,0,0,0,PASS
B0DZ1ZTXVW,0,0,0,0,0,0,PASS
B0DZ1ZYLWS,16.09,16.09,0,1,1,0,PASS
B0DZ216Q38,0,0,0,0,0,0,PASS
B0DZ21BCNR,0,0,0,0,0,0,PASS
B0DZ21CJF6,6.57,6.57,0,1,1,0,PASS
B0DZ22DG86,0,0,0,0,0,0,PASS
B0DZ22YF8C,0,0,0,0,0,0,PASS
B0DZHCY4J9,0,0,0,0,0,0,PASS
B0DZHGNY42,12.99,12.99,0,1,1,0,PASS
B0DZNJDHCQ,1.66,1.66,0,1,1,0,PASS
B0DZNLF6LK,8.28,8.28,0,4,4,0,PASS
B0DZNQCJX5,2.98,2.98,0,2,2,0,PASS
B0DZNWHKT9,0,0,0,0,0,0,PASS
B0DZNXML73,0,0,0,0,0,0,PASS
B0DZNY8GVK,0,0,0,0,0,0,PASS
B0DZTPLBTR,0,0,0,0,0,0,PASS
B0DZWTSN68,0,0,0,0,0,0,PASS
B0DZWTY6WK,0,0,0,0,0,0,PASS
B0DZWV2YW4,0,0,0,0,0,0,PASS
B0DZWVZR99,0,0,0,0,0,0,PASS
B0DZWWHVCD,0,0,0,0,0,0,PASS
B0DZWWQWST,0,0,0,0,0,0,PASS
B0DZWX8VMM,0,0,0,0,0,0,PASS
B0DZWXDXM8,0,0,0,0,0,0,PASS
B0DZWXH2TF,0,0,0,0,0,0,PASS
B0DZWXSYK5,0,0,0,0,0,0,PASS
B0DZWXVV32,0,0,0,0,0,0,PASS
B0DZWY1Y2J,0,0,0,0,0,0,PASS
B0DZWYFTJL,0,0,0,0,0,0,PASS
B0DZWYFTJM,0,0,0,0,0,0,PASS
B0DZWYYKR1,0,0,0,0,0,0,PASS
B0DZWZ2WTN,0,0,0,0,0,0,PASS
B0F1CX6BYH,0,0,0,0,0,0,PASS
B0F1CX9BKB,0,0,0,0,0,0,PASS
B0F1CYBRXZ,0,0,0,0,0,0,PASS
B0F1CYGL3Q,0,0,0,0,0,0,PASS
B0F1CYVFBD,0,0,0,0,0,0,PASS
B0F1CZ7G5X,0,0,0,0,0,0,PASS
B0F1CZF38F,0,0,0,0,0,0,PASS
B0F1CZPMF3,0,0,0,0,0,0,PASS
B0F1CZT27Y,0,0,0,0,0,0,PASS
B0F1D1JXS5,0,0,0,0,0,0,PASS
B0F1D1JZTY,0,0,0,0,0,0,PASS
B0F1D1TPMX,0,0,0,0,0,0,PASS
B0F1D1YCKQ,0,0,0,0,0,0,PASS
B0F1D23NFW,0,0,0,0,0,0,PASS
B0F1D271VB,0,0,0,0,0,0,PASS
B0F1D2YMJS,0,0,0,0,0,0,PASS
B0F1D3FS5C,0,0,0,0,0,0,PASS
B0F1D3YQPG,0,0,0,0,0,0,PASS
B0F1D59PXR,0,0,0,0,0,0,PASS
B0F1MM438G,0,0,0,0,0,0,PASS
B0F1MMCQMQ,0,0,0,0,0,0,PASS
B0F1MN4PCR,0,0,0,0,0,0,PASS
B0F1MNQMG7,0,0,0,0,0,0,PASS
B0F1MPRGYR,0,0,0,0,0,0,PASS
B0F1MR6F3P,0,0,0,0,0,0,PASS
B0F2232CNC,0,0,0,0,0,0,PASS
B0F28XSZY4,59.64,59.64,0,4,4,0,PASS
B0F28YFTQ9,161.33,161.33,0,13,13,0,PASS
B0F28YKH9K,52.96,52.96,0,4,4,0,PASS
B0F28YNDZN,176.29,176.29,0,12,12,0,PASS
B0F28YR5JN,102.92,102.92,0,8,8,0,PASS
B0F28YSS5K,61.96,61.96,0,4,4,0,PASS
B0F28Z2V3C,153.93,153.93,0,11,11,0,PASS
B0F28Z2V3F,356.31,356.31,0,27,27,0,PASS
B0F28Z5X4T,79.44,79.44,0,6,6,0,PASS
B0F28ZSNQ7,152.28,152.28,0,11,11,0,PASS
B0F2915RW5,26.48,26.48,0,2,2,0,PASS
B0F2919CBQ,13.24,13.24,0,1,1,0,PASS
B0F2919THD,199.79,199.79,0,13,13,0,PASS
B0F291D2PW,42.21,42.21,0,3,3,0,PASS
B0F291K6SL,185.36,185.36,0,14,14,0,PASS
B0F291VKCF,111.69,111.69,0,9,9,0,PASS
B0F292MNGB,256.64,256.64,0,18,18,0,PASS
B0F2F83ZW2,0,0,0,0,0,0,PASS
B0F2F8SKBV,181.54,181.54,0,15,15,0,PASS
B0F2F96Q8R,12.49,12.49,0,1,1,0,PASS
B0F2FDYS4Q,12.49,12.49,0,1,1,0,PASS
B0F2FX8W87,0,0,0,0,0,0,PASS
B0F2FY43G3,0,0,0,0,0,0,PASS
B0F2FYP3JH,0,0,0,0,0,0,PASS
B0F2FYS1WB,10.24,10.24,0,1,1,0,PASS
B0F2FZKWDT,30.28,30.28,0,4,4,0,PASS
B0F2G1QNS3,0,0,0,0,0,0,PASS
B0F2G2HW65,0,0,0,0,0,0,PASS
B0F2G5G3RT,0,0,0,0,0,0,PASS
B0F2G8G9FJ,0,0,0,0,0,0,PASS
B0F2GBNKYB,0,0,0,0,0,0,PASS
B0F2GCKKRN,0,0,0,0,0,0,PASS
B0F2GD6W7B,0,0,0,0,0,0,PASS
B0F2GGDBJ1,42.59,42.59,0,6,6,0,PASS
B0F2GJSFHD,20.48,20.48,0,2,2,0,PASS
B0F2HB4DQ7,0,0,0,0,0,0,PASS
B0F2HB8DK3,0,0,0,0,0,0,PASS
B0F2HC8N9F,0,0,0,0,0,0,PASS
B0F2HCBSCG,0,0,0,0,0,0,PASS
B0F2HCHRHH,0,0,0,0,0,0,PASS
B0F2HCKRLC,0,0,0,0,0,0,PASS
B0F2HCLSX6,0,0,0,0,0,0,PASS
B0F2HCQ4ZQ,0,0,0,0,0,0,PASS
B0F2HCS7D2,0,0,0,0,0,0,PASS
B0F2HCVTV1,0,0,0,0,0,0,PASS
B0F2HD9YSS,0,0,0,0,0,0,PASS
B0F2HDMBFZ,0,0,0,0,0,0,PASS
B0F2HF1PGR,0,0,0,0,0,0,PASS
B0F2HFMYNV,0,0,0,0,0,0,PASS
B0F2MYXJ7Y,1.16,1.16,0,1,1,0,PASS
B0F2MZGJTS,0,0,0,0,0,0,PASS
B0F2SZD4RK,0,0,0,0,0,0,PASS
B0F2SZX31Q,0,0,0,0,0,0,PASS
B0F2T2DX6B,0,0,0,0,0,0,PASS
B0F2T2F4FF,0,0,0,0,0,0,PASS
B0F2T2G2YL,12.49,12.49,0,1,1,0,PASS
B0F2T3FKSZ,0,0,0,0,0,0,PASS
B0F2T3R5Y9,0,0,0,0,0,0,PASS
B0F2T3T2CQ,28.14,28.14,0,2,2,0,PASS
B0F2T54SWT,0,0,0,0,0,0,PASS
B0F2T68CNP,0,0,0,0,0,0,PASS
B0F2T73PLM,0,0,0,0,0,0,PASS
B0F2Y37T82,0,0,0,0,0,0,PASS
B0F2Y5V54M,0,0,0,0,0,0,PASS
B0F2Y6KK7N,0,0,0,0,0,0,PASS
B0F2Y9CX1S,0,0,0,0,0,0,PASS
B0F2YG2YH2,0,0,0,0,0,0,PASS
B0F2YLT7Q8,0,0,0,0,0,0,PASS
B0F2YNF4WW,0,0,0,0,0,0,PASS
B0F2YNX9P7,0,0,0,0,0,0,PASS
B0F2YRB13Q,0,0,0,0,0,0,PASS
B0F32VG78J,9.28,9.28,0,4,4,0,PASS
B0F32W4YNV,0,0,0,0,0,0,PASS
B0F32XDDL4,0,0,0,0,0,0,PASS
B0F32XTV5C,4.82,4.82,0,2,2,0,PASS
B0F32Z6MPS,0,0,0,0,0,0,PASS
B0F32ZP7ST,4.23,4.23,0,3,3,0,PASS
B0F3N14T3B,0,0,0,0,0,0,PASS
B0F3NCQN7B,0,0,0,0,0,0,PASS
B0F3NLFYHN,0,0,0,0,0,0,PASS
B0F3NPV8P9,0,0,0,0,0,0,PASS
B0F43RQ3WV,0,0,0,0,0,0,PASS
B0F43TQPZW,41.22,41.22,0,3,3,0,PASS
B0F43VJ1MN,0,0,0,0,0,0,PASS
B0F43VK2KY,0,0,0,0,0,0,PASS
B0F43VN6L9,0,0,0,0,0,0,PASS
B0F43VSS5W,0,0,0,0,0,0,PASS
B0F43W5C1B,0,0,0,0,0,0,PASS
B0F43WHXJ9,0,0,0,0,0,0,PASS
B0F43WZJ98,26.48,26.48,0,2,2,0,PASS
B0F43XSTZC,0,0,0,0,0,0,PASS
B0F48K41L6,0,0,0,0,0,0,PASS
B0F48K49RZ,0,0,0,0,0,0,PASS
B0F48K71QB,0,0,0,0,0,0,PASS
B0F48KMP24,0,0,0,0,0,0,PASS
B0F48KSRDK,0,0,0,0,0,0,PASS
B0F48LNB6J,0,0,0,0,0,0,PASS
B0F48LVJHK,0,0,0,0,0,0,PASS
B0F48M4FWT,0,0,0,0,0,0,PASS
B0F48M8XP1,0,0,0,0,0,0,PASS
B0F48NJ6CP,0,0,0,0,0,0,PASS
B0F48NQQG3,0,0,0,0,0,0,PASS
B0F48NWQLK,0,0,0,0,0,0,PASS
B0F48PQWQB,0,0,0,0,0,0,PASS
B0F48PYKWX,0,0,0,0,0,0,PASS
B0F5WKHYK1,0,0,0,0,0,0,PASS
B0F6775Q2J,69.28,69.28,0,4,4,0,PASS
B0F678SKL8,62.22,62.22,0,3,3,0,PASS
B0F7LRJ8X8,0,0,0,0,0,0,PASS
B0F7LRQW4Q,0,0,0,0,0,0,PASS
B0F7LSNRFW,0,0,0,0,0,0,PASS
B0F7LSQCGZ,0,0,0,0,0,0,PASS
B0F7LSSGTT,0,0,0,0,0,0,PASS
B0F7LSTPJX,0,0,0,0,0,0,PASS
B0F7LSYSJB,0,0,0,0,0,0,PASS
B0F7LT39GG,0,0,0,0,0,0,PASS
B0F7LT6FFV,0,0,0,0,0,0,PASS
B0F7LTGMLL,0,0,0,0,0,0,PASS
B0F7LTLLG3,0,0,0,0,0,0,PASS
B0F7LTRW2R,0,0,0,0,0,0,PASS
B0F7LTSVCK,0,0,0,0,0,0,PASS
B0F7LTVVKM,0,0,0,0,0,0,PASS
B0F7LTW1CX,0,0,0,0,0,0,PASS
B0F7LTX5LF,0,0,0,0,0,0,PASS
B0F7LV33FX,0,0,0,0,0,0,PASS
B0F7LV6KMS,0,0,0,0,0,0,PASS
B0F7LV7456,0,0,0,0,0,0,PASS
B0F7LV7D9R,0,0,0,0,0,0,PASS
B0F7LVL4TX,0,0,0,0,0,0,PASS
B0F7LVPY77,0,0,0,0,0,0,PASS
B0F7LWJRWZ,0,0,0,0,0,0,PASS
B0F7LXVTCZ,0,0,0,0,0,0,PASS
B0F7QF8B9D,0,0,0,0,0,0,PASS
B0F7QYSRXT,0,0,0,0,0,0,PASS
B0F7R7Q2V2,0,0,0,0,0,0,PASS
B0F87NVH88,0,0,0,0,0,0,PASS
B0F87TJ1DH,0,0,0,0,0,0,PASS
B0F8QQT75S,0,0,0,0,0,0,PASS
B0F8VTZT3L,0,0,0,0,0,0,PASS
B0F99BTSDT,0,0,0,0,0,0,PASS
B0F99DVCH6,0,0,0,0,0,0,PASS
B0F9WG3RDB,13.74,13.74,0,1,1,0,PASS
B0F9WGLKMX,33.96,33.96,0,3,3,0,PASS
B0F9WGTYFF,0,0,0,0,0,0,PASS
B0F9WHLSFZ,27.32,27.32,0,2,2,0,PASS
B0F9WL4L72,66.2,66.2,0,5,5,0,PASS
B0F9WVT75G,18.14,18.14,0,2,2,0,PASS
B0F9WVZR6P,0,0,0,0,0,0,PASS
B0F9WW7PCD,9.07,9.07,0,1,1,0,PASS
B0F9WWSC2K,9.07,9.07,0,1,1,0,PASS
B0F9WX3HMD,27.21,27.21,0,3,3,0,PASS
B0F9WX6T4R,0,0,0,0,0,0,PASS
